0.000,0
0.155,475
0.158,477
0.287,543
0.410,610
0.525,674
0.633,733
0.737,786
0.836,832
0.933,870
1.027,899
1.119,916
1.212,918
1.304,917
1.396,912
1.489,905
1.582,866
1.679,819
1.780,768
1.885,710
1.996,647
2.107,382
2.178,0
